timestamp,source_ip,destination_ip,username_attempted,access_type,access_status,reason,user_agent
2025-03-12 11:05:05,182.216.246.94,250.135.247.126,root,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-10 21:40:47,224.163.44.141,241.218.87.168,anonymous,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-17 10:55:24,83.122.7.122,253.12.239.103,hacker,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-28 21:48:10,36.207.4.85,101.243.14.86,test_user,File Access,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-11 11:53:54,183.75.35.42,25.194.253.247,user123,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-17 23:14:06,180.198.167.157,49.131.155.190,user123,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-22 11:46:58,95.213.68.63,95.225.161.174,anonymous,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-17 20:00:14,104.175.200.217,167.159.93.208,anonymous,File Access,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-15 11:44:48,177.217.52.22,230.214.129.61,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-10 06:00:59,242.68.234.119,243.139.246.207,hacker,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-15 05:37:54,195.159.72.106,219.109.134.221,anonymous,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-13 18:36:30,192.9.57.89,162.28.25.229,guest,File Access,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-10 04:39:01,183.15.73.54,173.7.112.213,user123,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-04 07:20:18,149.132.170.209,208.254.67.66,test_user,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-12 00:59:31,161.22.93.15,2.47.190.22,anonymous,File Access,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-01 07:37:47,57.12.134.235,50.191.77.152,hacker,File Access,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-18 14:09:53,78.133.166.21,225.101.227.161,user123,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-09 17:26:03,67.42.2.151,26.253.85.29,user123,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-24 07:08:04,202.230.250.227,177.1.27.225,anonymous,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-13 06:02:46,230.241.62.246,125.144.204.85,guest,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-19 11:02:54,189.238.72.85,78.235.109.95,anonymous,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-25 16:59:14,72.27.208.39,74.206.40.36,hacker,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-04 22:38:39,102.205.9.102,216.197.133.200,user123,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-10 00:06:51,126.250.142.144,113.149.173.135,guest,File Access,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-07 06:42:42,127.115.95.92,174.245.172.50,test_user,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-23 04:10:16,80.140.233.68,62.7.235.44,guest,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-13 14:30:41,155.70.133.245,107.157.248.186,admin,File Access,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-01 06:13:29,185.10.253.92,139.118.115.148,root,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-28 08:28:00,106.186.230.6,91.247.249.100,hacker,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-02 09:57:26,204.4.84.65,92.107.134.209,admin,File Access,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-14 12:11:44,205.36.249.180,135.241.84.29,anonymous,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-08 04:38:36,116.92.155.176,178.251.154.102,user123,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-18 19:44:33,192.213.86.151,18.4.51.88,guest,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-04 02:55:59,36.95.223.84,32.145.233.235,guest,File Access,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-28 05:58:00,92.66.163.131,233.82.49.42,test_user,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-22 03:24:14,51.27.201.79,12.54.242.67,user123,File Access,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-21 20:16:14,152.238.80.178,174.130.34.163,test_user,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-12 18:19:35,19.146.166.39,72.202.88.200,guest,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-16 03:11:54,155.195.155.214,112.212.100.140,root,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-12 16:16:52,87.128.118.236,46.118.211.207,anonymous,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-24 18:54:22,255.81.114.112,112.152.220.119,hacker,File Access,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-14 15:32:01,183.96.124.94,248.41.21.78,admin,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-11 18:09:37,27.84.105.195,54.76.161.191,hacker,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-02 05:03:23,1.8.138.97,96.40.180.212,anonymous,File Access,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-21 09:02:12,198.255.127.117,208.248.207.78,user123,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-20 14:12:45,47.39.47.66,234.227.68.35,user123,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-18 02:06:20,226.162.201.68,5.191.93.65,user123,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-17 08:26:30,8.156.115.213,158.48.103.233,guest,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-04 11:34:22,29.86.11.12,25.145.233.55,guest,File Access,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-13 07:03:29,197.19.206.84,221.196.6.227,test_user,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-25 14:51:17,61.208.87.11,158.201.33.201,hacker,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-13 19:24:15,217.132.120.26,133.77.34.224,test_user,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-12 17:48:11,208.136.235.253,127.130.11.174,user123,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-06 10:17:28,153.171.43.139,222.216.96.188,test_user,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-16 16:25:47,82.30.205.60,144.98.243.124,guest,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-26 02:03:46,233.59.166.51,80.12.39.88,admin,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-23 23:09:07,143.251.67.41,174.91.212.154,hacker,File Access,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-25 09:21:35,252.161.38.220,64.24.171.91,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-05 11:58:20,21.236.128.243,149.205.175.28,hacker,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-05 09:30:28,25.58.68.249,45.217.37.187,root,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-26 15:32:44,145.152.31.205,8.105.18.54,anonymous,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-11 22:03:19,140.19.162.99,183.123.162.97,hacker,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-12 01:31:18,190.185.93.225,1.215.116.144,guest,File Access,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-22 07:58:33,33.61.232.32,147.15.169.216,user123,System Command Execution,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-10 06:27:35,18.32.84.131,98.101.89.51,admin,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-15 12:23:45,238.147.217.210,105.40.149.82,hacker,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-14 06:08:21,206.197.181.243,62.51.197.81,root,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-16 12:24:34,169.180.147.83,38.135.39.198,anonymous,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-07 11:25:22,15.173.71.70,236.59.249.250,test_user,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-28 05:19:07,65.193.156.130,39.78.243.192,admin,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-02 12:42:24,149.198.86.150,157.140.188.132,root,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-02 06:03:25,132.55.170.186,46.23.228.113,guest,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-07 03:05:17,247.130.88.189,99.30.203.3,test_user,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-25 13:51:55,182.161.31.104,60.11.15.156,anonymous,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-08 17:07:04,37.226.103.7,206.253.175.83,guest,File Access,Failed,Account Locked,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-16 11:01:27,172.223.149.181,171.7.219.63,guest,Login Attempt,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-17 11:57:49,16.137.201.116,199.148.149.228,root,File Access,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-07 20:30:23,30.186.254.36,2.113.214.134,guest,Login Attempt,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-23 05:32:47,207.175.149.219,244.13.128.59,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-01 13:08:47,183.183.111.103,177.200.32.20,anonymous,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-07 21:23:27,239.250.244.172,196.121.88.124,hacker,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-08 08:58:34,135.171.97.133,70.245.135.179,admin,File Access,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-03 07:06:13,196.234.3.123,161.48.5.211,test_user,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-20 06:13:07,91.29.21.173,19.219.50.9,root,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-03-02 18:09:45,221.236.142.241,44.62.172.216,anonymous,Login Attempt,Failed,Invalid Credentials,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-27 22:21:08,77.78.15.113,223.89.131.116,user123,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-12 01:06:11,237.54.195.252,55.161.203.81,hacker,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-01 02:21:53,68.198.92.143,213.197.205.1,test_user,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-16 15:26:56,197.253.121.206,117.58.94.49,test_user,File Access,Failed,Blocked IP,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-20 05:55:56,213.72.182.227,72.168.127.18,hacker,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-23 15:03:41,186.204.148.140,86.38.122.2,root,System Command Execution,Failed,Suspicious Activity,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-28 19:02:18,78.20.121.174,59.92.181.18,test_user,System Command Execution,Failed,Blocked IP,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-02-17 11:15:02,91.205.214.178,138.111.86.224,user123,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-03-04 15:01:13,160.227.158.189,152.120.60.7,admin,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Linux; Android 10; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2025-02-20 00:36:20,247.121.204.128,29.152.59.160,admin,System Command Execution,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-24 13:49:00,94.174.212.38,206.111.231.74,test_user,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-22 04:58:44,144.155.92.97,137.121.100.186,guest,File Access,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-03 16:46:04,32.188.241.114,147.175.14.177,admin,File Access,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-17 16:07:08,253.115.18.4,18.1.62.189,admin,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-25 22:53:18,236.195.146.16,184.225.207.212,hacker,System Command Execution,Failed,Suspicious Activity,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
2025-02-25 19:50:57,239.204.158.138,240.224.19.143,anonymous,File Access,Failed,Suspicious Activity,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2025-03-06 11:59:04,180.217.122.15,87.111.76.212,admin,Login Attempt,Failed,Suspicious Activity,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-07 20:11:33,43.50.255.84,163.190.141.155,root,System Command Execution,Failed,Account Locked,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-16 05:55:08,4.116.37.55,227.242.130.215,test_user,File Access,Failed,Invalid Credentials,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-03-02 09:22:31,34.120.70.159,220.147.124.180,root,File Access,Successful,Authorized Access,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36"
2025-02-17 10:49:15,62.172.32.159,36.131.220.67,hacker,Login Attempt,Successful,Authorized Access,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
